[19-03-04 18:04:21]: {LB_time: 4.10651}
[19-03-04 18:07:35]: {"step":38,"step_time": 4.60348,"total_time": 96.8435,"lb_cost": 3.82178,"load_imbalance": 7.79593,"skewness": 0.932094,"loads": [3.26229, 2.95083, 2.96007, 2.98407, 2.93322, 3.1571, 2.92147, 3.02193, 3.20815, 3.02629, 2.95989, 3.0197, 2.99003, 3.09305, 3.09288, 3.05297, 2.97487, 2.92412, 3.07872, 2.94429, 3.02366, 2.98447, 2.93236, 3.12132, 3.00364, 2.99905, 2.99382, 3.05051, 3.01704, 2.92774, 3.07079, 3.1632],"tloads":[887161, 857590, 855575, 857583, 855578, 857581, 855571, 857577, 855576, 857581, 855563, 857544, 855543, 855552, 855575, 855571, 855565, 855561, 855557, 855576, 855575, 855545, 855588, 855608, 855559, 855564, 855525, 855547, 855605, 855557, 855538, 853548],"slopes":[771.956, 79.8914, 11.3417, 113.152, 11.3583, 4.49764, 4.26239, 4.36489, 11.7186, 92.1163, 4.3006, 4.35804, 10.5379, 11.138, 10.6791, 4.39302, 11.0843, 4.26464, 11.0861, 11.4656, 4.36457, 10.6911, 4.27347, 4.46225, 10.7587, 4.33737, 10.5103, 4.38989, 4.35959, 10.9644, 10.4836, 4.50388]}
[19-03-04 18:07:40]: {"step":39,"step_time": 4.60638,"total_time": 96.844,"lb_cost": 3.82178,"load_imbalance": 7.89318,"skewness": 0.946883,"loads": [3.26525, 2.95087, 2.95982, 2.98466, 2.93337, 3.15671, 2.92201, 3.02141, 3.20865, 3.02678, 2.95958, 3.01744, 2.98941, 3.08831, 3.09525, 3.05531, 2.97497, 2.9237, 3.07965, 2.94415, 3.02397, 2.98265, 2.93281, 3.12123, 3.00397, 2.99694, 2.99449, 3.05019, 3.01826, 2.92756, 3.07119, 3.16344],"tloads":[888198, 857597, 855589, 857599, 855586, 857602, 855586, 857587, 855585, 857594, 855575, 857556, 855560, 855558, 855586, 855584, 855575, 855574, 855569, 855588, 855586, 855557, 855605, 855619, 855572, 855579, 855543, 855556, 855616, 855566, 855548, 853564],"slopes":[783.067, 4.29188, 11.3417, 85.1056, 11.3583, 4.49764, 4.26239, 4.36489, 11.7186, 92.1163, 11.9689, 81.1318, 4.33108, 11.0707, 10.6791, 4.39639, 11.3469, 4.26425, 4.41984, 4.28512, 4.36457, 4.32443, 4.27347, 4.46225, 10.7587, 4.3375, 4.33531, 10.2955, 4.35959, 10.9644, 10.3971, -59.735]}
[19-03-04 18:07:44]: {"step":40,"step_time": 4.61065,"total_time": 96.8603,"lb_cost": 3.82178,"load_imbalance": 8.01427,"skewness": 0.967127,"loads": [3.26947, 2.95169, 2.9607, 2.98456, 2.9334, 3.15754, 2.92071, 3.02291, 3.21059, 3.0269, 2.96055, 3.01981, 2.99119, 3.08943, 3.0928, 3.05521, 2.9751, 2.92444, 3.07905, 2.94439, 3.02439, 2.98456, 2.93261, 3.12096, 3.00356, 2.99709, 2.99439, 3.05062, 3.01736, 2.9281, 3.07119, 3.16499],"tloads":[889230, 857605, 855602, 857615, 855598, 857615, 855598, 857604, 855596, 857607, 855585, 857565, 855568, 855568, 855598, 855596, 855585, 855587, 855586, 855601, 855599, 855568, 855613, 855633, 855587, 855593, 855558, 855568, 855625, 855577, 855561, 853576],"slopes":[793.489, 77.0619, 4.30106, 71.3703, 11.4193, 82.2427, 4.26239, 4.36242, 11.7186, 92.1163, 11.9689, 81.1318, 4.33108, 11.0707, 11.0839, 4.39639, 11.3469, 11.1502, 4.41984, 4.28512, 11.388, 10.9982, 4.274, 4.46225, 4.34438, 4.3375, 10.4063, 10.6952, 12.1737, 10.9644, 4.41068, -59.735]}
[19-03-04 18:07:49]: {"step":41,"step_time": 4.61385,"total_time": 96.857,"lb_cost": 3.82178,"load_imbalance": 8.12818,"skewness": 0.98515,"loads": [3.2728, 2.95077, 2.95971, 2.9849, 2.93328, 3.1568, 2.92151, 3.02207, 3.21054, 3.02633, 2.96028, 3.01739, 2.98967, 3.09264, 3.09203, 3.05217, 2.97506, 2.92424, 3.07942, 2.94422, 3.02488, 2.9834, 2.93331, 3.1212, 3.00364, 2.99757, 2.99442, 3.0507, 3.01756, 2.92848, 3.07251, 3.16347],"tloads":[890265, 857622, 855617, 857629, 855609, 857623, 855615, 857618, 855605, 857623, 855600, 857577, 855573, 855581, 855610, 855613, 855600, 855599, 855604, 855614, 855612, 855579, 855626, 855638, 855595, 855604, 855568, 855586, 855645, 855588, 855577, 853589],"slopes":[803.284, 77.0619, 4.30106, 71.3703, 11.3583, 82.2427, 4.26282, 113.889, 11.7186, 4.36793, 11.9689, 107.044, 4.33108, 11.0707, 11.0839, 4.39639, 4.31595, 11.1502, 4.4198, 4.28512, 11.2992, 10.9982, 11.5614, 11.5364, 4.34438, 4.3375, 10.4063, 10.6952, 12.1737, 4.26851, 4.41068, -51.3223]}
[19-03-04 18:07:54]: {"step":42,"step_time": 4.61759,"total_time": 96.8677,"lb_cost": 3.82178,"load_imbalance": 8.23979,"skewness": 0.996249,"loads": [3.27654, 2.9528, 2.96026, 2.98508, 2.93394, 3.15766, 2.921, 3.02231, 3.20773, 3.02704, 2.95958, 3.01976, 2.98969, 3.08833, 3.09205, 3.05484, 2.97486, 2.92522, 3.07991, 2.94419, 3.02374, 2.98827, 2.93246, 3.12162, 3.00401, 2.99896, 2.99416, 3.05101, 3.01772, 2.92793, 3.07172, 3.16331],"tloads":[891262, 857634, 855629, 857637, 855620, 857638, 855626, 857628, 855615, 857635, 855607, 857591, 855584, 855592, 855622, 855625, 855617, 855610, 855615, 855630, 855625, 855587, 855640, 855647, 855607, 855617, 855581, 855597, 855660, 855594, 855598, 853604],"slopes":[812.391, 100.776, 4.30114, 76.36, 4.27351, 82.2427, 4.26282, 113.889, 11.7186, 4.36793, 11.8969, 81.1318, 4.33223, 11.138, 11.3703, 4.39639, 4.3153, 11.3325, 4.4198, 4.28533, 11.2992, 4.32435, 4.27303, 11.5364, 10.5896, 4.33825, 10.4063, 10.6952, 12.1737, 4.26851, 10.4039, -51.3223]}
[19-03-04 18:07:59]: {"step":43,"step_time": 4.62064,"total_time": 96.8705,"lb_cost": 3.82178,"load_imbalance": 8.3296,"skewness": 1.01306,"loads": [3.27936, 2.95091, 2.96082, 2.98432, 2.93358, 3.15641, 2.9225, 3.02257, 3.2092, 3.02682, 2.95981, 3.01777, 2.99055, 3.08926, 3.09232, 3.0555, 2.97499, 2.92464, 3.08026, 2.94499, 3.02426, 2.98784, 2.93271, 3.12065, 3.00337, 2.99853, 2.99452, 3.05093, 3.01807, 2.9281, 3.07179, 3.16312],"tloads":[892262, 857646, 855644, 857650, 855632, 857657, 855643, 857641, 855624, 857644, 855622, 857603, 855593, 855606, 855636, 855633, 855631, 855618, 855629, 855643, 855635, 855603, 855653, 855661, 855616, 855627, 855590, 855611, 855677, 855611, 855614, 853610],"slopes":[820.882, 100.776, 4.30106, 71.3703, 4.27351, 95.9468, 4.26282, 89.2923, 11.6595, 4.36793, 11.8969, 81.1318, 4.33094, 4.42916, 11.0839, 4.39639, 4.3153, 11.3325, 11.1067, 4.28533, 11.388, 4.32554, 4.27303, 11.5364, 10.974, 4.33812, 10.4063, 10.6952, 4.3576, 10.916, 4.41068, -51.3223]}
[19-03-04 18:08:04]: {"step":44,"step_time": 4.6233,"total_time": 96.8851,"lb_cost": 3.82178,"load_imbalance": 8.39493,"skewness": 1.01879,"loads": [3.28183, 2.95273, 2.95973, 2.99716, 2.93319, 3.15693, 2.92215, 3.02147, 3.21034, 3.0266, 2.96023, 3.01767, 2.98994, 3.0934, 3.09225, 3.05486, 2.97513, 2.92397, 3.07978, 2.94478, 3.02496, 2.98638, 2.93259, 3.12204, 3.00357, 2.99668, 2.9946, 3.05081, 3.01802, 2.92798, 3.06998, 3.16336],"tloads":[893245, 857656, 855656, 857661, 855648, 857672, 855652, 857646, 855632, 857652, 855634, 857623, 855606, 855625, 855649, 855642, 855646, 855627, 855645, 855651, 855653, 855613, 855670, 855671, 855626, 855636, 855602, 855623, 855691, 855622, 855629, 853618],"slopes":[828.765, 4.29347, 11.3417, 59.3682, 4.27421, 4.49764, 4.26282, 77.1348, 4.55098, 4.36793, 11.8969, 4.35795, 4.33223, 4.42934, 11.0839, 4.39636, 4.3153, 11.3325, 11.1067, 4.28533, 4.36473, 4.32554, 4.27364, 12.3273, 10.974, 4.33812, 4.33503, 10.6952, 4.3576, 10.9644, 4.41222, -62.8989]}
[19-03-04 18:08:08]: {"step":45,"step_time": 4.62768,"total_time": 96.8729,"lb_cost": 3.82178,"load_imbalance": 8.55842,"skewness": 1.04663,"loads": [3.28637, 2.95087, 2.9603, 2.98476, 2.93333, 3.15709, 2.9219, 3.02367, 3.20873, 3.02672, 2.96033, 3.01771, 2.99041, 3.08859, 3.09476, 3.05253, 2.97535, 2.92423, 3.07992, 2.9444, 3.02392, 2.98401, 2.93285, 3.12088, 3.00446, 2.99916, 2.99438, 3.05077, 3.0178, 2.92849, 3.07072, 3.16352],"tloads":[894234, 857667, 855665, 857675, 855662, 857684, 855668, 857657, 855649, 857671, 855652, 857634, 855622, 855634, 855661, 855657, 855660, 855639, 855660, 855659, 855661, 855623, 855685, 855688, 855635, 855646, 855611, 855639, 855705, 855634, 855649, 853629],"slopes":[836.111, 82.8866, 11.3056, 59.3682, 4.27421, 4.49774, 4.26282, 71.9938, 4.55147, 4.36782, 11.8568, 60.295, 4.33223, 4.42934, 4.43361, 4.39636, 11.4402, 11.3325, 4.4204, 4.28533, 4.36466, 10.9982, 4.27364, 12.3273, 10.8051, 4.33812, 10.377, 10.6952, 4.35839, 10.9447, 4.41222, -56.7681]}
[19-03-04 18:08:13]: {"step":46,"step_time": 4.63226,"total_time": 96.9007,"lb_cost": 3.82178,"load_imbalance": 8.6742,"skewness": 1.05803,"loads": [3.29081, 2.95326, 2.96007, 2.99672, 2.93348, 3.15799, 2.92106, 3.02365, 3.20877, 3.02685, 2.95972, 3.01838, 2.99091, 3.09001, 3.09348, 3.0552, 2.97465, 2.92514, 3.07968, 2.9447, 3.025, 2.98797, 2.9329, 3.12154, 3.00399, 2.9974, 2.99447, 3.05088, 3.01793, 2.92811, 3.07129, 3.16465],"tloads":[895247, 857677, 855677, 857684, 855679, 857698, 855682, 857664, 855662, 857681, 855668, 857647, 855629, 855647, 855670, 855674, 855677, 855648, 855671, 855674, 855677, 855635, 855694, 855702, 855647, 855655, 855624, 855647, 855723, 855646, 855661, 853642],"slopes":[843.027, 82.8866, 4.30085, 59.3682, 4.27421, 61.2668, 11.5465, 71.9938, 11.7186, 4.36782, 4.30121, 60.295, 10.7186, 4.42934, 4.43361, 11.5439, 4.31538, 11.1962, 4.42084, 4.28516, 4.36466, 10.9982, 4.27364, 4.46225, 4.34566, 4.33812, 4.33551, 4.39163, 4.35839, 10.9447, 10.7838, -38.3099]}
[19-03-04 18:08:18]: {"step":47,"step_time": 4.635,"total_time": 96.8991,"lb_cost": 3.82178,"load_imbalance": 8.77001,"skewness": 1.07603,"loads": [3.29366, 2.95158, 2.96121, 2.99632, 2.93321, 3.15755, 2.92147, 3.02257, 3.20903, 3.02629, 2.96016, 3.018, 2.99011, 3.08897, 3.09244, 3.05592, 2.9751, 2.92432, 3.0801, 2.94505, 3.02471, 2.98767, 2.93261, 3.12155, 3.00342, 2.99891, 2.99493, 3.05038, 3.01732, 2.92884, 3.07205, 3.16367],"tloads":[896231, 857690, 855694, 857692, 855687, 857703, 855690, 857685, 855673, 857697, 855673, 857659, 855637, 855658, 855684, 855683, 855689, 855657, 855693, 855688, 855682, 855644, 855706, 855713, 855665, 855668, 855639, 855658, 855737, 855655, 855669, 853655],"slopes":[849.478, 79.8914, 4.30085, 54.6386, 4.27421, 61.2668, 11.5465, 71.9938, 11.7186, 4.36693, 11.7009, 60.295, 10.9571, 4.42934, 4.43361, 11.5439, 4.31579, 4.26514, 4.42084, 4.28516, 11.6415, 11.0322, 4.27425, 12.0259, 4.34566, 4.33825, 4.33569, 11.1204, 4.35924, 10.9447, 10.7838, -38.3099]}
[19-03-04 18:08:23]: {"step":48,"step_time": 4.63756,"total_time": 96.8857,"lb_cost": 3.82178,"load_imbalance": 8.86757,"skewness": 1.09573,"loads": [3.29616, 2.95265, 2.96053, 2.98452, 2.93412, 3.15828, 2.92141, 3.02223, 3.20834, 3.027, 2.95961, 3.01749, 2.99031, 3.08817, 3.09278, 3.0548, 2.97511, 2.92433, 3.08022, 2.94556, 3.02509, 2.98442, 2.93242, 3.12139, 3.00399, 2.99773, 2.99435, 3.05096, 3.01825, 2.9288, 3.07111, 3.16353],"tloads":[897231, 857704, 855706, 857701, 855702, 857719, 855701, 857693, 855682, 857706, 855678, 857670, 855649, 855671, 855694, 855697, 855701, 855664, 855705, 855702, 855696, 855652, 855727, 855723, 855679, 855679, 855652, 855671, 855749, 855671, 855681, 853671],"slopes":[855.539, 4.29167, 11.4986, 54.6386, 11.6725, 65.0474, 11.5465, 67.3796, 11.8298, 69.1307, 11.7662, 4.3589, 10.9571, 4.42934, 4.43361, 11.4346, 4.31649, 4.26468, 4.42084, 4.2851, 11.6415, 11.0588, 4.27425, 12.0259, 4.34566, 4.33825, 10.3919, 11.1204, 12.1265, 4.26929, 10.7838, 4.50288]}
[19-03-04 18:08:28]: {"step":49,"step_time": 4.64123,"total_time": 96.8917,"lb_cost": 3.82178,"load_imbalance": 8.98133,"skewness": 1.11218,"loads": [3.29981, 2.95085, 2.96023, 2.98437, 2.9332, 3.15723, 2.92221, 3.02371, 3.21067, 3.02685, 2.96003, 3.01778, 2.99035, 3.08828, 3.09216, 3.05607, 2.97513, 2.92435, 3.0805, 2.94537, 3.02496, 2.98239, 2.93276, 3.12149, 3.00391, 2.99946, 2.99503, 3.05079, 3.01794, 2.92858, 3.07119, 3.16404],"tloads":[898214, 857719, 855726, 857717, 855713, 857729, 855708, 857706, 855696, 857715, 855686, 857686, 855662, 855687, 855706, 855707, 855714, 855673, 855715, 855714, 855703, 855661, 855739, 855738, 855690, 855687, 855662, 855684, 855769, 855682, 855705, 853686],"slopes":[861.205, 4.29167, 11.4986, 54.6386, 11.6725, 54.8839, 4.26228, 67.3796, 11.8298, 69.1307, 11.7662, 4.3589, 10.9571, 4.43414, 11.7017, 4.39302, 4.31649, 4.26454, 4.42084, 4.28523, 4.36499, 10.935, 12.091, 12.0259, 4.34521, 10.7346, 10.3919, 11.1204, 12.1265, 4.26864, 10.6157, -30.2562]}
[19-03-04 18:08:33]: {"step":50,"step_time": 4.64444,"total_time": 96.9024,"lb_cost": 3.82178,"load_imbalance": 9.07733,"skewness": 1.13007,"loads": [3.30308, 2.95097, 2.9602, 2.98471, 2.93347, 3.15797, 2.92187, 3.02234, 3.21109, 3.02686, 2.96026, 3.01816, 2.99057, 3.0898, 3.09273, 3.05309, 2.97541, 2.92486, 3.07993, 2.94596, 3.02523, 2.98838, 2.93341, 3.12157, 3.00448, 2.99709, 2.99437, 3.05095, 3.01805, 2.92846, 3.07314, 3.1639],"tloads":[899196, 857733, 855735, 857736, 855732, 857739, 855715, 857720, 855706, 857735, 855704, 857699, 855678, 855699, 855714, 855724, 855730, 855689, 855723, 855729, 855718, 855676, 855752, 855753, 855698, 855701, 855678, 855703, 855780, 855692, 855718, 853702],"slopes":[866.507, 4.29167, 4.3015, 4.32593, 11.6725, 4.49855, 4.26228, 4.36419, 4.54961, 69.1307, 4.30095, 4.3589, 4.33161, 4.43414, 11.7017, 4.39715, 11.7568, 11.3736, 11.7421, 4.28464, 4.36511, 11.1035, 4.27303, 4.46207, 4.34521, 10.7346, 10.4512, 4.39165, 12.1265, 4.26864, 10.6157, -30.2562]}
[19-03-04 18:08:38]: {"step":51,"step_time": 4.6491,"total_time": 96.9065,"lb_cost": 3.82178,"load_imbalance": 9.19383,"skewness": 1.14744,"loads": [3.30675, 2.95192, 2.96038, 2.98445, 2.93356, 3.15683, 2.92245, 3.02224, 3.21029, 3.02694, 2.96127, 3.01845, 2.9898, 3.08786, 3.0947, 3.05641, 2.97539, 2.9244, 3.08066, 2.94589, 3.02497, 2.98653, 2.93281, 3.1213, 3.00427, 2.99905, 2.99502, 3.05046, 3.01791, 2.92842, 3.07162, 3.16345],"tloads":[900152, 857747, 855744, 857748, 855745, 857752, 855725, 857734, 855722, 857754, 855725, 857713, 855689, 855713, 855721, 855740, 855745, 855708, 855731, 855745, 855729, 855688, 855768, 855767, 855709, 855713, 855687, 855716, 855790, 855709, 855735, 853718],"slopes":[871.421, 67.3236, 4.3015, 4.32593, 11.7639, 4.49855, 4.26228, 4.36419, 4.54961, 4.36791, 4.30095, 55.3612, 10.9676, 11.2822, 4.43406, 4.39715, 4.31644, 11.4284, 11.7421, 4.28614, 4.36511, 11.1035, 11.6561, 4.46207, 4.34521, 4.33849, 4.33615, 4.39159, 4.35865, 4.26864, 10.6157, -30.2562]}
[19-03-04 18:08:43]: {"step":52,"step_time": 4.65118,"total_time": 96.9176,"lb_cost": 3.82178,"load_imbalance": 9.28037,"skewness": 1.15765,"loads": [3.30975, 2.95202, 2.96032, 2.98464, 2.93455, 3.15835, 2.92152, 3.02216, 3.21058, 3.02726, 2.96076, 3.01852, 2.99147, 3.08949, 3.09318, 3.05648, 2.97516, 2.92549, 3.08075, 2.94621, 3.02477, 2.98476, 2.93279, 3.12145, 3.00425, 2.99755, 2.99513, 3.05192, 3.01999, 2.92839, 3.07257, 3.1654],"tloads":[901110, 857765, 855757, 857757, 855762, 857769, 855737, 857743, 855735, 857768, 855741, 857724, 855702, 855724, 855735, 855753, 855760, 855723, 855743, 855755, 855738, 855695, 855783, 855785, 855720, 855727, 855699, 855730, 855801, 855722, 855750, 853730],"slopes":[875.988, 65.1919, 4.3015, 4.33794, 11.7639, 4.49855, 11.4901, 4.36176, 4.54961, 4.36791, 4.30099, 55.3612, 10.9742, 11.2822, 4.43384, 4.39715, 4.31644, 11.4284, 11.5097, 4.2851, 4.36581, 4.32918, 12.4688, 4.46207, 4.34521, 11.6881, 4.33615, 10.9488, 12.4708, 4.2697, 4.41222, -30.2562]}
[19-03-04 18:08:48]: {"step":53,"step_time": 4.65485,"total_time": 96.9123,"lb_cost": 3.82178,"load_imbalance": 9.40933,"skewness": 1.18527,"loads": [3.31347, 2.95256, 2.96131, 2.98501, 2.93365, 3.15773, 2.92244, 3.0225, 3.21114, 3.02684, 2.96022, 3.0187, 2.99097, 3.08973, 3.09295, 3.05313, 2.97546, 2.92469, 3.08037, 2.94468, 3.02543, 2.98388, 2.93268, 3.12191, 3.00384, 2.99977, 2.99457, 3.05183, 3.01811, 2.92871, 3.07032, 3.1637],"tloads":[902067, 857778, 855766, 857775, 855778, 857780, 855751, 857757, 855750, 857780, 855750, 857735, 855718, 855731, 855749, 855761, 855783, 855732, 855753, 855765, 855745, 855705, 855800, 855800, 855734, 855737, 855714, 855740, 855813, 855730, 855761, 853750],"slopes":[880.234, 4.29205, 4.3015, 4.33794, 11.7639, 4.49855, 4.26367, 4.36502, 4.54961, 4.36791, 11.7082, 4.35876, 10.9742, 11.2114, 4.43348, 11.6686, 11.8438, 11.4284, 11.5097, 4.2851, 4.36581, 4.32918, 12.4688, 12.4358, 11.1435, 11.6881, 4.33562, 10.9488, 12.4708, 4.26971, 11.3734, 4.50425]}
[19-03-04 18:08:53]: {"step":54,"step_time": 4.65749,"total_time": 96.9248,"lb_cost": 3.82178,"load_imbalance": 9.48371,"skewness": 1.19348,"loads": [3.31615, 2.95184, 2.96093, 2.99732, 2.93354, 3.15718, 2.9215, 3.02401, 3.21056, 3.02695, 2.96042, 3.01833, 2.99015, 3.08827, 3.09265, 3.05328, 2.9751, 2.92444, 3.08137, 2.94533, 3.02532, 2.98497, 2.93311, 3.12167, 3.00417, 2.99736, 2.99449, 3.05141, 3.01837, 2.92883, 3.07173, 3.16406],"tloads":[902984, 857787, 855780, 857793, 855785, 857792, 855770, 857767, 855760, 857795, 855762, 857748, 855728, 855747, 855757, 855773, 855799, 855743, 855768, 855782, 855761, 855714, 855812, 855808, 855751, 855747, 855727, 855755, 855828, 855743, 855770, 853764],"slopes":[884.116, 61.2987, 11.8145, 50.5246, 11.7864, 4.4992, 4.26367, 4.36502, 4.54961, 4.36791, 4.30159, 4.35876, 10.9742, 11.2822, 4.43348, 11.6502, 11.8438, 11.4284, 4.42114, 12.0035, 4.36543, 4.3292, 12.4688, 12.503, 11.1435, 4.33899, 4.33562, 4.39216, 12.4708, 4.26971, 11.3734, 4.50425]}
[19-03-04 18:08:58]: {"step":55,"step_time": 4.65945,"total_time": 96.9279,"lb_cost": 3.82178,"load_imbalance": 9.54709,"skewness": 1.20424,"loads": [3.31818, 2.95197, 2.96041, 2.98512, 2.93398, 3.15732, 2.92252, 3.0227, 3.21048, 3.02739, 2.96052, 3.01831, 2.9904, 3.0892, 3.09333, 3.05665, 2.97526, 2.92539, 3.08065, 2.94545, 3.02474, 2.98787, 2.93349, 3.12288, 3.0043, 2.99984, 2.99489, 3.05153, 3.01816, 2.92879, 3.07226, 3.16393],"tloads":[903957, 857796, 855797, 857811, 855800, 857808, 855785, 857782, 855779, 857814, 855780, 857760, 855740, 855759, 855775, 855784, 855813, 855760, 855779, 855795, 855770, 855726, 855824, 855824, 855762, 855761, 855742, 855764, 855838, 855754, 855779, 853772],"slopes":[887.765, 56.1784, 11.8145, 50.5246, 4.27455, 4.4992, 4.2631, 4.36523, 11.8388, 4.36807, 11.6933, 49.8741, 10.9651, 4.43359, 4.43348, 11.6502, 11.9866, 4.26557, 4.42114, 12.0475, 4.36592, 4.32554, 12.4688, 12.503, 11.1803, 4.33899, 4.33562, 4.39216, 12.3199, 4.26971, 11.3734, -33.2371]}
[19-03-04 18:09:02]: {"step":56,"step_time": 4.66374,"total_time": 96.9485,"lb_cost": 3.82178,"load_imbalance": 9.66267,"skewness": 1.22856,"loads": [3.32238, 2.95432, 2.9608, 2.99742, 2.93427, 3.15744, 2.9235, 3.0241, 3.21134, 3.02721, 2.96062, 3.01851, 2.99073, 3.08974, 3.09291, 3.05581, 2.97508, 2.92553, 3.08067, 2.94487, 3.02569, 2.98893, 2.93353, 3.12241, 3.00427, 2.99755, 2.995, 3.05138, 3.01816, 2.92868, 3.0718, 3.16382],"tloads":[904920, 857808, 855809, 857822, 855811, 857824, 855796, 857797, 855794, 857831, 855796, 857775, 855754, 855777, 855788, 855792, 855827, 855775, 855793, 855813, 855783, 855731, 855843, 855842, 855775, 855775, 855758, 855778, 855848, 855769, 855788, 853785],"slopes":[891.184, 56.1784, 11.8145, 50.5246, 4.27455, 57.9112, 4.2631, 4.36523, 11.8388, 48.056, 4.30203, 4.36069, 11.0222, 4.43122, 11.8457, 11.7401, 4.3164, 4.26557, 11.9551, 12.0475, 4.36592, 4.32554, 12.4239, 12.503, 11.1803, 4.33899, 4.3356, 11.4458, 12.3199, 4.26971, 11.3734, -26.244]}
[19-03-04 18:09:07]: {"step":57,"step_time": 4.66708,"total_time": 96.9444,"lb_cost": 3.82178,"load_imbalance": 9.78318,"skewness": 1.24071,"loads": [3.32589, 2.9524, 2.96124, 2.98545, 2.93407, 3.15758, 2.92222, 3.02364, 3.21157, 3.02729, 2.9607, 3.01816, 2.9906, 3.09125, 3.09334, 3.05655, 2.97522, 2.92441, 3.08136, 2.9458, 3.02523, 2.98895, 2.93363, 3.12157, 3.00485, 2.99963, 2.99524, 3.0516, 3.01816, 2.92931, 3.07299, 3.16446],"tloads":[905864, 857816, 855819, 857838, 855826, 857838, 855803, 857809, 855807, 857847, 855810, 857786, 855771, 855793, 855798, 855808, 855843, 855788, 855803, 855826, 855797, 855742, 855853, 855860, 855789, 855795, 855766, 855788, 855862, 855787, 855797, 853798],"slopes":[894.358, 65.1919, 11.8399, 57.7105, 4.27455, 57.9112, 4.2631, 45.8621, 11.8388, 48.056, 4.30203, 4.35954, 11.0222, 4.43122, 11.8457, 11.7401, 4.3164, 4.2653, 11.9551, 12.0475, 4.36581, 4.32918, 12.4688, 12.672, 4.34521, 11.6801, 4.3364, 10.9488, 12.4708, 4.2697, 11.3734, -26.244]}
[19-03-04 18:09:12]: {"step":58,"step_time": 4.67057,"total_time": 96.9483,"lb_cost": 3.82178,"load_imbalance": 9.88891,"skewness": 1.25849,"loads": [3.32923, 2.95247, 2.96017, 2.998, 2.9342, 3.15744, 2.92183, 3.02248, 3.21106, 3.02755, 2.96069, 3.01795, 2.99093, 3.08918, 3.09339, 3.0566, 2.97577, 2.92456, 3.08072, 2.9454, 3.02483, 2.98383, 2.93317, 3.12241, 3.00437, 2.99821, 2.9953, 3.05177, 3.01978, 2.92901, 3.07214, 3.16385],"tloads":[906811, 857828, 855839, 857853, 855845, 857846, 855811, 857818, 855819, 857865, 855829, 857797, 855786, 855805, 855813, 855823, 855858, 855808, 855816, 855844, 855809, 855751, 855865, 855873, 855801, 855814, 855779, 855802, 855874, 855797, 855813, 853807],"slopes":[897.313, 44.835, 4.30159, 53.2006, 4.27471, 52.1167, 4.2631, 45.8621, 11.8388, 48.056, 11.6645, 47.5205, 11.0222, 11.3989, 4.43321, 11.639, 4.3164, 4.2653, 11.9551, 4.28746, 4.36581, 4.32918, 12.4688, 12.672, 4.34463, 11.6801, 4.3364, 4.39261, 12.4708, 11.1709, 4.4125, 4.50442]}
[19-03-04 18:09:17]: {"step":59,"step_time": 4.67645,"total_time": 96.9519,"lb_cost": 3.82178,"load_imbalance": 10.0019,"skewness": 1.28061,"loads": [3.33278, 2.95251, 2.96181, 2.98561, 2.93704, 3.15784, 2.92262, 3.02447, 3.20696, 3.02771, 2.96113, 3.02095, 2.99087, 3.08833, 3.09533, 3.05638, 2.97543, 2.92575, 3.08125, 2.94506, 3.02574, 2.98533, 2.93324, 3.12305, 3.00473, 3.0009, 2.99476, 3.0514, 3.01872, 2.92868, 3.07164, 3.16392],"tloads":[907733, 857841, 855859, 857866, 855856, 857861, 855819, 857827, 855830, 857879, 855838, 857812, 855798, 855816, 855825, 855835, 855866, 855817, 855821, 855854, 855820, 855767, 855880, 855890, 855814, 855823, 855785, 855818, 855884, 855819, 855825, 853820],"slopes":[900.03, 44.835, 4.30159, 53.2006, 4.27487, 45.2227, 4.26272, 4.3647, 11.7186, 4.36726, 11.6645, 47.5205, 4.33131, 4.43414, 11.656, 11.639, 4.31632, 4.2653, 11.8907, 4.28746, 11.8509, 4.32918, 4.27462, 12.672, 4.34521, 11.6801, 10.8473, 4.39261, 4.359, 4.26915, 4.41193, 4.50442]}
[19-03-04 18:09:22]: {"step":60,"step_time": 4.67584,"total_time": 96.9575,"lb_cost": 3.82178,"load_imbalance": 10.0506,"skewness": 1.29106,"loads": [3.33445, 2.95223, 2.96103, 2.99783, 2.93775, 3.15758, 2.92372, 3.02474, 3.20623, 3.02794, 2.96059, 3.01863, 2.99082, 3.08988, 3.09471, 3.05626, 2.97608, 2.92455, 3.08127, 2.94519, 3.02433, 2.9842, 2.93325, 3.12163, 3.00396, 2.99777, 2.99467, 3.05138, 3.01841, 2.92905, 3.07295, 3.16439],"tloads":[908640, 857853, 855872, 857878, 855870, 857876, 855833, 857836, 855841, 857888, 855855, 857820, 855811, 855831, 855835, 855852, 855878, 855827, 855830, 855868, 855827, 855782, 855888, 855906, 855827, 855838, 855794, 855827, 855902, 855830, 855836, 853835],"slopes":[902.506, 44.835, 4.30129, 4.33752, 4.27476, 45.2227, 11.8379, 4.3647, 4.55025, 46.9553, 11.6539, 47.5205, 11.1096, 4.43041, 11.656, 4.3974, 4.31632, 4.2654, 4.42114, 4.28624, 11.8509, 4.3252, 4.27462, 12.672, 4.34521, 11.643, 10.8473, 4.39261, 4.359, 4.26915, 10.4836, -38.3099]}
